Time,Fg_Input,MS_S3.Freq_Grid,MS_S3.Sfb,MS_S3.VAn_RMS_Grid,MS_S3.Van_Grid,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,Vg_Input
0.0685,1.0,50.002293,1.0,277.8349,-16.18527,0.0,1.0,1.0000459,1.2030604,1.2
0.069,1.0,50.00246,1.0,277.8349,45.43135,0.0,1.0,1.0000492,1.2030604,1.2
0.0695,1.0,50.002617,1.0,277.8349,105.929375,0.0,1.0,1.0000523,1.2030604,1.2
0.07,1.0,50.00277,1.0,277.8349,163.81905,0.0,1.0,1.0000554,1.2030604,1.2
0.0705,1.0,50.00292,1.0,277.8349,217.67506,0.0,1.0,1.0000584,1.2030604,1.2
0.071,1.0,50.00306,1.0,277.8349,266.17123,0.0,1.0,1.0000612,1.2030604,1.2
0.0715,1.0,50.003197,1.0,277.8349,308.1135,0.0,1.0,1.0000639,1.2030604,1.2
0.072,1.0,50.003326,1.0,277.8349,342.46906,0.0,1.0,1.0000665,1.2030604,1.2
0.0725,1.0,50.003452,1.0,277.8349,368.39206,0.0,1.0,1.000069,1.2030604,1.2
0.073,1.0,50.00357,1.0,277.8349,385.24408,0.0,1.0,1.0000714,1.2030604,1.2
0.0735,1.0,50.003685,1.0,277.8349,392.61026,0.0,1.0,1.0000737,1.2030604,1.2
0.074,1.0,50.00379,1.0,277.8349,390.3092,0.0,1.0,1.0000758,1.2030604,1.2
0.0745,1.0,50.003895,1.0,277.8349,378.39752,0.0,1.0,1.000078,1.2030604,1.2
0.075,1.0,50.003994,1.0,277.8349,357.16864,0.0,1.0,1.0000799,1.2030604,1.2
0.0755,1.0,50.004086,1.0,277.8349,327.14508,0.0,1.0,1.0000818,1.2030604,1.2
0.076,1.0,50.004173,1.0,277.8349,289.06622,0.0,1.0,1.0000834,1.2030604,1.2
0.0765,1.0,50.004257,1.0,277.8349,243.86972,0.0,1.0,1.0000851,1.2030604,1.2
0.077,1.0,50.004333,1.0,277.8349,192.66838,0.0,1.0,1.0000867,1.2030604,1.2
0.0775,1.0,50.004406,1.0,277.8349,136.72293,0.0,1.0,1.0000881,1.2030604,1.2
0.078,1.0,50.004475,1.0,277.8349,77.410965,0.0,1.0,1.0000895,1.2030604,1.2
